cluster_uid,target,sources,n_sources,silhouette_score,note
14a0b096421c,A1BG,NPDC1;ZNF581;ZRSR2;TFAP2E;RPL35;SRRM3;MEF2B;IRF3;MAX;TRMT1;TCF3;RPS4X;HOXB2;PRDM11;IRF7;DUSP22;ZNF775;HES7;LBX2,19,0.2672,exp01_thyroid-coregtor-r1
94546b7fc750,A1BG-AS1,ZNF558;TRMT1;ZNF765;STAT2;STAT6;ZRSR2;IRF3;ZBTB25;EZH2;ARID3B;ZSCAN22;ZNF785;FOXM1;ZNF783,14,0.2327,exp01_thyroid-coregtor-r1
5834e0fdfd75,A2M,FOXN3;ZNF792,2,0.3728,exp01_thyroid-coregtor-r1
6545d8605b43,A2M-AS1,HSF4;POU6F1;TBX19;ZSCAN9;ZNF23;UBB;NPDC1;ZNF789;CLK1;ZSCAN26;ZNF732;MEF2B;CXXC1;ZNF577;IRF3;STAT4;PURG;ZNF248;ZFP90;ZNF227;ZNF30,21,0.1764,exp01_thyroid-coregtor-r1
0c57563d356c,A2ML1,GRHL3;ZNF595;PITX1;HIRIP3;TGIF1;ZBTB37;TFDP2;IRF9;ZBTB14;ZNF707;ZBTB39;SOX6;ZBTB2;POLE3;PRNP;ZNF652;ZNF714;ZNF281;TAF1A;ZNF296;LTF;LHX8;TIGD3;EHF;ZNF181;BATF;ZBTB41;CERS3;PRDM10;PCK2;HOXD8;TP63;RUNX2;PAX8;ZNF280B;EPAS1;PURA;TBX3;DMRT1;ZNF253;IKZF1;ZBTB6;YBX1;ID2;ESRRG;LCOR;TBX21;ZNF132;AGAP2;ZNF436,50,0.2515,exp01_thyroid-coregtor-r1
f8fa4b005d9c,A3GALT2,ILF3;DUS3L;ZNF529;HMGXB3;MCTP2;RBM3;KMT2B;ZNF554;SFPQ,9,0.1291,exp01_thyroid-coregtor-r1
0149bb9e618b,A4GALT,TAGLN2;PRRX2;TEAD2,3,0.5669,exp01_thyroid-coregtor-r1
f21971d954d3,A4GNT,NR2C2;HSF5,2,0.2434,exp01_thyroid-coregtor-r1
1b0d63c19da2,AAAS,TBX6;CXXC1;CTBP1;ZNF248;HSF4;ZNF487;SIX5;ZNF404;PPP2R3B;ZFHX2;CELF6;MZF1,12,0.2341,exp01_thyroid-coregtor-r1
a3ac0e9502cc,AACS,GPD1;MLXIPL;GLYCTK;RFX8;MTHFD1;GPAM;SND1;P4HB;MIEF1;ZNF622;MYRF;SRBD1;MAGEF1,13,0.152,exp01_thyroid-coregtor-r1
7efeae97a999,AADAC,ZNF765;GTF3C5;PGR;TBX6;NR2C1,5,0.2204,exp01_thyroid-coregtor-r1
2654e77192e7,AADACP1,ZNF572;ZNF658,2,0.6127,exp01_thyroid-coregtor-r1
9b35547c4cc9,AADAT,ZNF236;ZFP28;ZNF487;ZNF280D;ZNF135;ZBTB4;ZNF248;ZFP2;ZNF250;ZNF334;ZNF674;ZNF704;HHAT;MLLT10,14,0.2932,exp01_thyroid-coregtor-r1
39d7f6edaebc,AAGAB,ILF2;PSMC2;PSMA6,3,0.0,exp01_thyroid-coregtor-r1
a77f85bc82a6,AAK1,PRDM5;ZNF148;HLTF;HHAT;ZNF10;ID4;YY1;CREB3L2;TEAD1;TFCP2;PEG3;ZNF138;ZNF846,13,0.3763,exp01_thyroid-coregtor-r1
ccaedb76712c,AAMDC,SOD1;UQCRB;BAD;ANXA11;ZCCHC17,5,0.36,exp01_thyroid-coregtor-r1
ee0e0bb4620b,AAMP,GTF2F1;CSNK2B;DNTTIP1;RBM42;HNRNPA0;XRCC1;ZNF853;CUX1;MRPL2;CERS2;PPP5C;FOXP4;CREB3,13,0.396,exp01_thyroid-coregtor-r1
1858d9a1890e,AANAT,TFEC;SNAI3;HCLS1;IKZF3;SMAP2;IRF4;ZBTB32;IRF5;GLI4;POU2F2;TCF3;TBX21;ZNF831;IRF3;E2F8;GFI1;BATF;NFE2L3;NCOA3;SPI1;EOMES;BCL11B;STAT4;ZNF107;EZH2;ZNF276;E2F2;BACH2,28,0.159,exp01_thyroid-coregtor-r1
671273d1a923,AAR2,MIEF1;ZNF689;APEX2;ZDHHC5;PSMA6;APEX1;PSMC2;BRF2;TSN;ZNF287,10,0.4172,exp01_thyroid-coregtor-r1
9183f35ae48f,AARS1,TRIB3;SOD1;GOT1;CEBPG;MAFG;BANP;MKX;TIMM44;PCK2;ESRP1;CERS6;ZNF493;SPR;ARG2;XBP1;JDP2;GRHL2;ZNF614;HSPA5;HTATIP2;CEBPB,21,0.0,exp01_thyroid-coregtor-r1
984e97cdad0d,AARS2,ZGPAT;ZNF341;CNOT3;CXXC1;FBXL19;ZBTB48;SNAPC4,7,0.3024,exp01_thyroid-coregtor-r1
7bc39fa73581,AARSD1,SPAG7;MRPL2;POLD2;RBM42;GRHPR;NOC2L;ZCCHC17;NRL;CYB5R1;SNAPC5;ETFB;DNTTIP1,12,0.2785,exp01_thyroid-coregtor-r1
c3b0e5072f0c,AARSD1P1,ZNF529;ZNF26;ZNF449;SFPQ;POU2F1;ADNP2;CHD2;RBM3;ZNF587B;HMGXB3;ZNF773;MAFB;ZNF33A;ETV6;ZKSCAN8;ZNF432;NFX1,17,0.1906,exp01_thyroid-coregtor-r1
da44e7868a6d,AASDH,ZNF311;ZNF569;ZNF438;ZNF280D;NFYC;TFCP2;ZNF41;ZZZ3;CTCF;HLTF;ADNP;GIT2;ZNF774;ZNF709;MGA;ZNF285;ZNF527;ZNF45;ZNF280B;ZNF678;ZFP64;ZNF391,22,0.2756,exp01_thyroid-coregtor-r1
5a257098b33d,AASDHPPT,TFAM;GABPA;TMEM33;THAP5;RAB18;SP3,6,0.3023,exp01_thyroid-coregtor-r1
97e630c04c81,AASS,POU2F1;RORA;CREBZF;ZKSCAN8;TBP;DIS3;RUFY3;HIF3A,8,0.5275,exp01_thyroid-coregtor-r1
706d77b68778,AATBC,BCL11B;DLX6,2,0.1811,exp01_thyroid-coregtor-r1
c145ffee6f9b,AATF,SSRP1;ZNF622;ZMAT2,3,0.0,exp01_thyroid-coregtor-r1
e37fdda1066f,AATK,ZNF135;SNAPC4;MORN1;ZNF334;ZNF76;BRF1;CNOT3;ZNF444;PICK1;SMARCC2;NELFA;ZNF19;SALL4;ZNF133;MZF1;SIX5;CTBP1;SOX12,18,0.3177,exp01_thyroid-coregtor-r1
