cluster_uid,target,sources,n_sources,silhouette_score,note
384abe098972,A1BG,RFX4;ZNF135,2,0.4703,exp01_cortex-ba9-coregtor-r1
b1cee2f711df,A1BG-AS1,ZFP64;ZNF483,2,0.202,exp01_cortex-ba9-coregtor-r1
0054c958c178,A2M,IRF6;GATA3;SP140,3,0.4006,exp01_cortex-ba9-coregtor-r1
d3f484445f13,A2M-AS1,ZNF426;ZBTB34,2,0.2326,exp01_cortex-ba9-coregtor-r1
618fa80ef977,A2ML1,PCK2;NFATC4,2,0.1926,exp01_cortex-ba9-coregtor-r1
4cf54e4277ec,A2MP1,GTF3C5;ZNF267,2,0.4337,exp01_cortex-ba9-coregtor-r1
7e86c16bd607,A4GALT,NMI;TEAD2;TAGLN2;TRIP10;SP110;STAT3;STAT5A;ZBTB42;TEAD4;TEAD3;MSX1;CD59;TP53;CEBPD;LMO2;ZNF44;ASAP3;HHEX;RELA;TGIF2,20,0.1614,exp01_cortex-ba9-coregtor-r1
810659de9804,AAAS,ASPSCR1;SP7;ZNF814,3,0.4054,exp01_cortex-ba9-coregtor-r1
3cb1f8cad2b1,AACS,SMAP2;TPI1;GOT1;SPATS2;TCEAL6;MEF2D;PKM;UBE2V1;MSRA;CBX7;POLR3A;FHL2;ECSIT;ZNF329;CELF5;PPP5C;ZNF48;EMX1;ADARB1;CELF4;THRB;RXRB;ZBTB22;RBFOX2;MEF2C;RAN;HLF;DPF1,28,0.262,exp01_cortex-ba9-coregtor-r1
acd813613afe,AACSP1,MYCN;BARX2,2,0.1734,exp01_cortex-ba9-coregtor-r1
306c7ea2b9d2,AADAT,BPTF;NCBP2,2,0.1701,exp01_cortex-ba9-coregtor-r1
f1b2808fc3ee,AAGAB,UBE2V1;PPP5C;ZNF329;YWHAZ;MAGEF1;UBE2K;TERF2;ASH2L;PSMC2;PKM;RAN;TCEAL2;ZMAT2;POLR3A;PSMA6;NME1;HNRNPA0;SNAPC5;HDAC3;POLE3;TPI1;SND1;NOC2L;ZNF554;RAB2A;BRF2;ZNF25;LARP1,28,0.2999,exp01_cortex-ba9-coregtor-r1
cee3b0216fee,AAK1,SPATS2;RBFOX2;THRB;GOT1;SMAP2;ABCF2;SATB2;UBP1;LARP1;UBE2K;LUZP1;ADARB1;MEF2C;HLF;POLR3A;TCEAL6;MEF2D,17,0.6328,exp01_cortex-ba9-coregtor-r1
0de7efbb08e5,AAMDC,PBX3;ZNF345;ZNF93,3,0.2818,exp01_cortex-ba9-coregtor-r1
