"Regulator","Target"
"HSPA5","CRYAB"
"HSPA5","CLU"
"HSPA5","HSP90AA1"
"HSPA5","TKT"
"DDIT3","CRYAB"
"DDIT3","HSP90AA1"
"TFF3","CRYAB"
"JUNB","CRYAB"
"JUNB","DUSP1"
"JUNB","GADD45B"
"JUN","CRYAB"
"JUN","ACTA2"
"JUN","VIM"
"JUN","HBB"
"JUN","HSP90AA1"
"JUN","TAGLN"
"JUN","PER1"
"JUN","HSPA1A"
"JUN","DUSP1"
"JUN","GADD45B"
"BHLHE40","CRYAB"
"BHLHE40","ACTA2"
"BHLHE40","VIM"
"BHLHE40","HBB"
"BHLHE40","HSP90AA1"
"BHLHE40","TAGLN"
"BHLHE40","PER1"
"BHLHE40","HSPA1A"
"BHLHE40","TIMP1"
"BHLHE40","DUSP1"
"BHLHE40","GADD45B"
"BHLHE40","TKT"
"FOS","CRYAB"
"FOS","ACTA2"
"FOS","VIM"
"FOS","HBB"
"FOS","HSP90AA1"
"FOS","TAGLN"
"FOS","PER1"
"FOS","HSPA1A"
"FOS","DUSP1"
"FOS","GADD45B"
"FOS","TKT"
"NR4A1","CRYAB"
"NR4A1","ACTA2"
"NR4A1","VIM"
"NR4A1","HBB"
"NR4A1","HSP90AA1"
"NR4A1","TAGLN"
"NR4A1","PER1"
"NR4A1","HSPA1A"
"NR4A1","TIMP3"
"NR4A1","DUSP1"
"NR4A1","GADD45B"
"NR4A1","CLU"
"NR4A1","APOE"
"NR4A1","TIMP1"
"NR4A1","TKT"
"EGR1","CRYAB"
"EGR1","ACTA2"
"EGR1","VIM"
"EGR1","HBB"
"EGR1","HSP90AA1"
"EGR1","TAGLN"
"EGR1","PER1"
"EGR1","HSPA1A"
"EGR1","TIMP3"
"EGR1","DUSP1"
"EGR1","GADD45B"
"EGR1","CLU"
"EGR1","APOE"
"EGR1","TKT"
"CEBPD","PER1"
"CEBPD","GADD45B"
"JUND","PER1"
"JUND","DUSP1"
