"Regulator","Target"
"SIX2","PDK4"
"SIX2","MT1A"
"SIX2","SOD2"
"SIX2","HSP90AA1"
"SIX2","CDKN1C"
"SIX2","PIK3R1"
"SIX2","FN1"
"SIX2","VIM"
"SIX2","SPARC"
"SIX2","HLA-DRB1"
"KLF15","PDK4"
"KLF15","TIMP3"
"KLF15","PER1"
"KLF15","MCL1"
"KLF15","DUSP1"
"KLF15","OGA"
"KLF15","SQSTM1"
"KLF15","NFKBIA"
"ATOH8","PDK4"
"ATOH8","MT1A"
"ATOH8","TIMP3"
"ATOH8","PER1"
"ATOH8","SOD2"
"ATOH8","GADD45B"
"ATOH8","DUSP1"
"ATOH8","CDKN1C"
"ATOH8","VEGFA"
"ATOH8","PIK3R1"
"ATOH8","NFKBIA"
"ATOH8","FASN"
"ATOH8","MAT2A"
"ATOH8","BCL2L1"
"ATOH8","ID3"
"ATOH8","CDKN1A"
"FOXO3","PDK4"
"FOXO3","TIMP3"
"FOXO3","PER1"
"FOXO3","MCL1"
"FOXO3","DUSP1"
"FOXO3","OGA"
"FOXO3","SQSTM1"
"FOXO3","PIK3R1"
"FOXO3","NFKBIA"
"FOXO3","FASN"
"FOXO3","BCL2L1"
"FOXO3","CDKN1A"
"HES6","PDK4"
"HES6","MT1A"
"HES6","TIMP3"
"HES6","SOD2"
"HES6","HSP90AA1"
"HES6","CDKN1C"
"HES6","PIK3R1"
"HES6","MAT2A"
"HES6","ID3"
"HES6","CDKN1A"
"HES6","FN1"
"HES6","TAGLN"
"HES6","ACTA2"
"HES6","VIM"
"HES6","HBB"
"HES6","CRYAB"
"HES6","HSPA1A"
"HES6","CLU"
"HES6","HLA-DRB1"
"HTATIP2","PDK4"
"HTATIP2","MT1A"
"HTATIP2","PER1"
"HTATIP2","MCL1"
"HTATIP2","HMOX1"
"HTATIP2","SOD2"
"HTATIP2","HSP90AA1"
"HTATIP2","DUSP1"
"HTATIP2","OGA"
"HTATIP2","SQSTM1"
"HTATIP2","FASN"
"HTATIP2","BCL2L1"
"HTATIP2","ID3"
"HTATIP2","CDKN1A"
"BCL6","PDK4"
"BCL6","MT1A"
"BCL6","PER1"
"BCL6","MCL1"
"BCL6","SOD2"
"BCL6","HSP90AA1"
"BCL6","OGA"
"BCL6","PIK3R1"
"BCL6","NFKBIA"
"BCL6","FASN"
"BCL6","BCL2L1"
"BCL6","ID3"
"BCL6","CDKN1A"
"XBP1","PDK4"
"XBP1","MT1A"
"XBP1","TIMP3"
"XBP1","PER1"
"XBP1","MCL1"
"XBP1","HMOX1"
"XBP1","SOD2"
"XBP1","GADD45B"
"XBP1","DUSP1"
"XBP1","TIMP1"
"XBP1","OGA"
"XBP1","SQSTM1"
"XBP1","PIK3R1"
"XBP1","NFKBIA"
"XBP1","FASN"
"XBP1","MAT2A"
"XBP1","BCL2L1"
"XBP1","ID3"
"XBP1","CDKN1A"
"NFIL3","PDK4"
