"Regulator","Target"
"BCL6","SOD2"
"BCL6","PDK4"
"BCL6","CDKN1A"
"BCL6","NFKBIA"
"BCL6","MCL1"
"BCL6","SQSTM1"
"BCL6","HSP90AA1"
"BCL6","PER1"
"GADD45A","SOD2"
"GADD45A","MAT2A"
"GADD45A","HMOX1"
"GADD45A","PDK4"
"GADD45A","CDKN1A"
"GADD45A","NFKBIA"
"GADD45A","VIM"
"GADD45A","MCL1"
"GADD45A","SQSTM1"
"GADD45A","HSP90AA1"
"GADD45A","PER1"
"GADD45A","SPARC"
"GADD45A","TIMP3"
"GADD45A","DUSP1"
"SMPX","CRYAB"
"KLF10","MAT2A"
"KLF10","VEGFA"
"CEBPB","MAT2A"
"CEBPB","CDKN1A"
"CEBPB","NFKBIA"
"CEBPB","MCL1"
"CEBPB","PER1"
"CEBPB","DUSP1"
"BHLHE40","MAT2A"
"BHLHE40","VEGFA"
"NR4A1","MAT2A"
"NR4A1","VIM"
"NR4A1","TAGLN"
"NR4A1","SPARC"
"NR4A1","DUSP1"
"NR4A1","VEGFA"
"NR4A1","SOD2"
"JUNB","MAT2A"
"JUNB","NFKBIA"
"JUNB","VIM"
"JUNB","MCL1"
"JUNB","HSP90AA1"
"JUNB","TAGLN"
"JUNB","PER1"
"JUNB","SPARC"
"JUNB","TIMP3"
"JUNB","DUSP1"
"CEBPD","MAT2A"
"CEBPD","HMOX1"
"CEBPD","PDK4"
"CEBPD","CDKN1A"
"CEBPD","NFKBIA"
"CEBPD","VIM"
"CEBPD","MCL1"
"CEBPD","SQSTM1"
"CEBPD","HSP90AA1"
"CEBPD","TAGLN"
"CEBPD","PER1"
"CEBPD","SPARC"
"CEBPD","TIMP3"
"CEBPD","DUSP1"
"MYF6","HMOX1"
"MYF6","NFKBIA"
"MYF6","VIM"
"MYF6","MCL1"
"MYF6","SQSTM1"
"MYF6","HSP90AA1"
"MYF6","PER1"
"MYF6","VEGFA"
"KLF9","NFKBIA"
"KLF9","MCL1"
"KLF9","PER1"
"KLF9","TIMP3"
"ENO1","MCL1"
"GPD1","MCL1"
